Date,Open,High,Low,Close,Adj Close,Volume
2021/3/19,231.020004,232.470001,229.350006,230.350006,229.380203,46430700
2021/3/22,230.270004,236.899994,230.139999,235.990005,234.99646,30127000
2021/3/23,237.490005,241.050003,237.070007,237.580002,236.579758,31638400
2021/3/24,237.850006,238,235.320007,235.460007,234.468689,25620100
2021/3/25,235.300003,236.940002,231.570007,232.339996,231.361816,34061900
2021/3/26,231.550003,236.710007,231.550003,236.479996,235.48439,25479900
2021/3/29,236.589996,236.800003,231.880005,235.240005,234.249603,25227500
2021/3/30,233.529999,233.850006,231.100006,231.850006,230.873886,24792000
2021/3/31,232.910004,239.100006,232.389999,235.770004,234.777374,43623500
2021/4/1,238.470001,242.839996,238.050003,242.350006,241.329681,30338000
2021/4/5,242.759995,249.960007,242.699997,249.070007,248.021393,36910600
2021/4/6,247.610001,249.399994,246.880005,247.860001,246.816483,22931900
2021/4/7,247.809998,250.929993,247.190002,249.899994,248.847885,22719800
2021/4/8,252.770004,254.139999,252,253.25,252.183777,23625200
2021/4/9,252.869995,255.990005,252.440002,255.850006,254.772858,24326800
2021/4/12,254.710007,257.670013,254.619995,255.910004,254.832596,27148700
2021/4/13,257.26001,259.190002,256.829987,258.48999,257.401733,23837500
2021/4/14,257.480011,258.829987,255.160004,255.589996,254.513931,23070900
2021/4/15,257.929993,259.929993,257.730011,259.5,258.407471,25627500
2021/4/16,259.470001,261,257.600006,260.73999,259.642242,24878600
2021/4/19,260.190002,261.480011,257.820007,258.73999,257.650665,23209300
2021/4/20,257.820007,260.200012,256.839996,258.26001,257.172699,19722900
2021/4/21,258.940002,260.679993,257.25,260.579987,259.48291,24030400
2021/4/22,260.209991,261.779999,255.639999,257.170013,256.08728,25606200
2021/4/23,257.880005,261.51001,257.269989,261.149994,260.050537,21462600
2021/4/26,261.660004,262.440002,260.170013,261.549988,260.448853,19763300
2021/4/27,261.579987,263.190002,260.119995,261.970001,260.867065,31014200
2021/4/28,256.079987,256.540009,252.949997,254.559998,253.488266,46903100
2021/4/29,255.460007,256.100006,249,252.509995,251.446899,40589000
2021/4/30,249.740005,253.080002,249.600006,252.179993,251.118286,30945100
2021/5/3,253.399994,254.350006,251.119995,251.860001,250.799637,19626600
2021/5/4,250.970001,251.210007,245.759995,247.789993,246.74678,32756100
2021/5/5,249.059998,249.5,245.820007,246.470001,245.432327,21901300
2021/5/6,246.449997,249.860001,244.690002,249.729996,248.678604,26491100
2021/5/7,252.149994,254.300003,251.169998,252.460007,251.39711,27032900
2021/5/10,250.869995,251.729996,247.119995,247.179993,246.139343,29299900
2021/5/11,244.550003,246.600006,242.570007,246.229996,245.193329,33641600
2021/5/12,242.169998,244.380005,238.070007,239,237.99379,36684400
2021/5/13,241.800003,245.600006,241.419998,243.029999,242.006805,29624300
2021/5/14,245.580002,249.179993,245.490005,248.149994,247.105255,23901100
2021/5/17,246.550003,246.589996,243.520004,245.179993,244.147766,24970200
2021/5/18,246.270004,246.410004,242.899994,243.080002,242.05661,20168000
2021/5/19,239.309998,243.229996,238.600006,243.119995,242.655457,25739800
2021/5/20,243.960007,247.949997,243.860001,246.479996,246.009033,21800700
2021/5/21,247.570007,248.330002,244.740005,245.169998,244.701538,21863100
2021/5/24,247.789993,251.160004,247.509995,250.779999,250.300827,21411500
2021/5/25,251.770004,252.75,250.820007,251.720001,251.239029,17704300
2021/5/26,251.429993,252.940002,250.75,251.490005,251.009476,17771600
2021/5/27,251.169998,251.479996,249.25,249.309998,248.833633,24426200
2021/5/28,251,252.080002,249.559998,249.679993,249.202911,18270200
2021/6/1,251.229996,251.289993,246.960007,247.399994,246.927277,23213300
2021/6/2,248.130005,249.270004,245.839996,247.300003,246.827469,19406700
2021/6/3,245.220001,246.339996,243,245.710007,245.240524,25307700
2021/6/4,247.759995,251.649994,247.509995,250.789993,250.310791,25281100
2021/6/7,249.979996,254.089996,249.809998,253.809998,253.325027,23079200
2021/6/8,255.160004,256.01001,252.509995,252.570007,252.087418,22455000
2021/6/9,253.809998,255.529999,253.210007,253.589996,253.105453,17937600
2021/6/10,254.289993,257.459991,253.669998,257.23999,256.748474,24563600
2021/6/11,257.98999,258.48999,256.609985,257.890015,257.397247,18999700
2021/6/14,257.899994,259.950012,256.799988,259.890015,259.393433,19150500
2021/6/15,259.769989,259.98999,257.679993,258.359985,257.866333,18038900
2021/6/16,259.399994,260.579987,254.419998,257.380005,256.888214,27220000
2021/6/17,256.070007,261.75,256.01001,260.899994,260.401489,27565500
2021/6/18,259.630005,262.299988,258.75,259.429993,258.934296,37202200
2021/6/21,259.820007,263.519989,257.920013,262.630005,262.128174,26696100
2021/6/22,262.720001,265.790009,262.399994,265.51001,265.002686,24694100
2021/6/23,265.98999,266.829987,264.429993,265.269989,264.763123,19518700
2021/6/24,266.160004,267.850006,265.470001,266.690002,266.18042,21446900
2021/6/25,266.230011,267.25,264.76001,265.019989,264.513611,25611100
2021/6/28,266.190002,268.899994,265.910004,268.720001,268.206543,19590000
2021/6/29,268.869995,271.649994,267.980011,271.399994,270.881409,19937800
2021/6/30,270.690002,271.359985,269.600006,270.899994,270.382385,21656500
2021/7/1,269.609985,271.839996,269.600006,271.600006,271.081055,16725300
2021/7/2,272.820007,278,272.5,277.649994,277.119476,26458000
2021/7/6,278.029999,279.369995,274.299988,277.660004,277.129456,31565600
2021/7/7,279.399994,280.690002,277.149994,279.929993,279.395111,23260000
2021/7/8,276.899994,278.730011,274.869995,277.420013,276.889923,24618600
2021/7/9,275.720001,278.049988,275.320007,277.940002,277.408936,23916700
2021/7/12,279.160004,279.769989,276.579987,277.320007,276.790131,18931700
2021/7/13,277.519989,282.850006,277.390015,280.980011,280.443115,26120100
2021/7/14,282.350006,283.660004,280.549988,282.51001,281.970215,23113700
2021/7/15,282,282.51001,279.829987,281.029999,280.493011,22604200
2021/7/16,282.070007,284.100006,279.459991,280.75,280.213562,26186800
2021/7/19,278.929993,280.369995,274.450012,277.01001,276.480713,32935600
2021/7/20,278.029999,280.970001,276.26001,279.320007,278.786285,26259700
2021/7/21,278.899994,281.519989,277.290009,281.399994,280.862305,24364300
2021/7/22,283.839996,286.420013,283.420013,286.140015,285.593262,23384100
2021/7/23,287.369995,289.98999,286.5,289.670013,289.116516,22768100
2021/7/26,289,289.690002,286.640015,289.049988,288.497681,23176100
2021/7/27,289.429993,289.579987,282.950012,286.540009,285.992493,33604100
2021/7/28,288.98999,290.149994,283.829987,286.220001,285.673096,33566900
2021/7/29,286.23999,288.619995,286.079987,286.5,285.952576,18168300
2021/7/30,285.170013,286.660004,283.910004,284.910004,284.365601,20940900
2021/8/2,286.359985,286.769989,283.73999,284.820007,284.275787,16267400
2021/8/3,285.420013,287.230011,284,287.119995,286.571381,17879000
2021/8/4,286.220001,287.589996,284.649994,286.51001,285.962555,16191300
2021/8/5,286.880005,289.630005,286.100006,289.519989,288.966797,13900200
2021/8/6,288.51001,289.5,287.619995,289.459991,288.906921,16585200
2021/8/9,289.75,291.549988,287.809998,288.329987,287.779053,16117600
2021/8/10,288.799988,289.25,285.200012,286.440002,285.8927,18616600
2021/8/11,287.209991,288.660004,285.859985,286.950012,286.401733,13955900
2021/8/12,286.630005,289.970001,286.339996,289.809998,289.256256,14561300
2021/8/13,289.480011,292.899994,289.299988,292.850006,292.290436,18231400
2021/8/16,293.190002,294.820007,290.019989,294.600006,294.037109,22507600
2021/8/17,292.390015,293.429993,291.079987,293.079987,292.519989,20075300
2021/8/18,292.040009,294.820007,290.269989,290.730011,290.730011,21813000
2021/8/19,288.690002,297.470001,288.640015,296.769989,296.769989,29850500
2021/8/20,299.720001,305.839996,298.059998,304.359985,304.359985,40796100
2021/8/23,303.25,305.399994,301.850006,304.649994,304.649994,22830200
2021/8/24,305.019989,305.649994,302,302.619995,302.619995,18175800
2021/8/25,304.299988,304.589996,300.420013,302.01001,302.01001,20006100
2021/8/26,300.98999,302.429993,298.950012,299.089996,299.089996,17666100
2021/8/27,298.98999,300.869995,296.829987,299.720001,299.720001,22597000
2021/8/30,301.119995,304.220001,301.059998,303.589996,303.589996,16348100
2021/8/31,304.420013,304.5,301.5,301.880005,301.880005,26285300
2021/9/1,302.869995,305.190002,301.48999,301.829987,301.829987,18983800
2021/9/2,302.200012,303.359985,300.179993,301.149994,301.149994,16285600
2021/9/3,300.98999,302.600006,300.26001,301.140015,301.140015,14747900
2021/9/7,301.01001,301.089996,298.200012,300.179993,300.179993,17180400
2021/9/8,299.779999,300.609985,297.470001,300.209991,300.209991,15046800
2021/9/9,300.820007,302.140015,297,297.25,297.25,19927000
2021/9/10,298.420013,299.920013,295.380005,295.709991,295.709991,19619400
2021/9/13,297.549988,298.540009,294.079987,296.98999,296.98999,23652900
2021/9/14,299.559998,301.390015,298.100006,299.790009,299.790009,21853400
2021/9/15,303.26001,305.320007,301.820007,304.820007,304.820007,28356300
2021/9/16,303.76001,305.309998,300.76001,305.220001,305.220001,19550800
2021/9/17,304.170013,304.5,299.529999,299.869995,299.869995,41372500
2021/9/20,296.329987,298.720001,289.519989,294.299988,294.299988,38278700
2021/9/21,295.690002,297.540009,294.070007,294.799988,294.799988,22364100
2021/9/22,296.730011,300.220001,294.51001,298.579987,298.579987,26626300
2021/9/23,298.850006,300.899994,297.529999,299.559998,299.559998,18604600
2021/9/24,298.230011,299.799988,296.929993,299.350006,299.350006,14999000
2021/9/27,296.140015,296.470001,292.940002,294.170013,294.170013,23571700
2021/9/28,289.799988,290.779999,282.75,283.519989,283.519989,43186200
2021/9/29,285.100006,286.769989,283.01001,284,284,26353700
2021/9/30,285.709991,287.829987,281.619995,281.920013,281.920013,32325800
2021/10/1,282.119995,289.980011,281.290009,289.100006,289.100006,30086300
2021/10/4,287.399994,287.75,280.25,283.109985,283.109985,31350700
2021/10/5,284.049988,290.399994,284.049988,288.76001,288.76001,24993000
2021/10/6,285.779999,293.630005,285.51001,293.109985,293.109985,28002600
2021/10/7,295.179993,296.640015,293.920013,294.850006,294.850006,20430500
2021/10/8,296.220001,296.640015,293.76001,294.850006,294.850006,17680300
2021/10/11,292.920013,297.970001,292.75,294.230011,294.230011,19298600
2021/10/12,295.339996,295.440002,292.350006,292.880005,292.880005,17974100
2021/10/13,294.910004,297.279999,293.48999,296.309998,296.309998,23416300
2021/10/14,299.209991,303.269989,297.829987,302.75,302.75,27262900
2021/10/15,302.339996,304.450012,300.519989,304.209991,304.209991,25374700
2021/10/18,303.570007,308.209991,302.690002,307.290009,307.290009,22729300
2021/10/19,308.350006,309.299988,307.220001,308.230011,308.230011,17682100
2021/10/20,309.209991,309.700012,306.109985,307.410004,307.410004,16537100
2021/10/21,307.170013,311.019989,306.359985,310.76001,310.76001,16918100
2021/10/22,310.399994,311.089996,307.799988,309.160004,309.160004,17440800
2021/10/25,309.359985,309.399994,306.459991,308.130005,308.130005,17554500
2021/10/26,311,312.399994,308.600006,310.109985,310.109985,28107300
2021/10/27,316,326.100006,316,323.170013,323.170013,52544800
